"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @amilcarmontejo: #AlertaIsabelClaudina | Desapareci<U+00F3> Rosa Gabriela Rivera Torres (24<U+00E3>), en zona 16 de Ciudad Guatemala.

Si cree haberla<U+2026>",FALSE,0,NA,2018-10-14 17:49:27,FALSE,NA,"1051530437175197696",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ddgarcia2010",209,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: #AlertaIsabelClaudina | Desapareci<U+00F3> Rosa Gabriela Rivera Torres (24<U+00E3>), en zona 16 de Ciudad Guatemala.

Si cree haberla<U+2026>",FALSE,0,NA,2018-10-14 17:44:35,FALSE,NA,"1051529213554188288",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LessGutierrez",209,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: #AlertaIsabelClaudina | Desapareci<U+00F3> Rosa Gabriela Rivera Torres (24<U+00E3>), en zona 16 de Ciudad Guatemala.

Si cree haberla<U+2026>",FALSE,0,NA,2018-10-14 17:13:04,FALSE,NA,"1051521281017958400",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JairoCalderas",209,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: #AlertaIsabelClaudina | Desapareci<U+00F3> Rosa Gabriela Rivera Torres (24<U+00E3>), en zona 16 de Ciudad Guatemala.

Si cree haberla<U+2026>",FALSE,0,NA,2018-10-14 17:12:19,FALSE,NA,"1051521093377425408",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DralbertoDe",209,TRUE,FALSE,NA,NA
"RT @InfoTransitoGt: #Tr<U+00E1>nsitoGt lento sobre Carretera a el Salvador, localizan en km 17.5 a dos f<U+00E9>minas sin vida en cuneta con sentido haci<U+2026>",FALSE,0,NA,2018-10-14 17:00:14,FALSE,NA,"1051518053320679424",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JDAB06",9,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: #AlertaIsabelClaudina | Desapareci<U+00F3> Rosa Gabriela Rivera Torres (24<U+00E3>), en zona 16 de Ciudad Guatemala.

Si cree haberla<U+2026>",FALSE,0,NA,2018-10-14 16:59:09,FALSE,NA,"1051517779780820993",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mar_Flo_GT",209,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: Retiran cadaver de motorista en Calle del Comisariato, frente a Campo Marte zona 5.  Motocicleta impacta contra <U+00E1>rbol y<U+2026>",FALSE,0,NA,2018-10-14 16:55:31,FALSE,NA,"1051516866055802882",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mar_Flo_GT",20,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: #AlertaIsabelClaudina | Desapareci<U+00F3> Rosa Gabriela Rivera Torres (24<U+00E3>), en zona 16 de Ciudad Guatemala.

Si cree haberla<U+2026>",FALSE,0,NA,2018-10-14 16:49:50,FALSE,NA,"1051515434942586886",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","guille_espana",209,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: #AlertaIsabelClaudina | Desapareci<U+00F3> Rosa Gabriela Rivera Torres (24<U+00E3>), en zona 16 de Ciudad Guatemala.

Si cree haberla<U+2026>",FALSE,0,NA,2018-10-14 16:46:02,FALSE,NA,"1051514478678937602",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","eliuescobar",209,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: #AlertaIsabelClaudina | Desapareci<U+00F3> Rosa Gabriela Rivera Torres (24<U+00E3>), en zona 16 de Ciudad Guatemala.

Si cree haberla<U+2026>",FALSE,0,NA,2018-10-14 16:35:47,FALSE,NA,"1051511900289273856",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","corderoch",209,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: #AlertaIsabelClaudina | Desapareci<U+00F3> Rosa Gabriela Rivera Torres (24<U+00E3>), en zona 16 de Ciudad Guatemala.

Si cree haberla<U+2026>",FALSE,0,NA,2018-10-14 16:35:10,FALSE,NA,"1051511743044816896",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MariiRenee23",209,TRUE,FALSE,NA,NA
"RT @CRGuatemalteca: #SurOccidenteGT

Accidente #transitogt en el km235 ruta Colomba-Xela, motorista derrapa, socorristas de #CruzRojaGT le<U+2026>",FALSE,0,NA,2018-10-14 16:35:10,FALSE,NA,"1051511742038269957",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HuehueNoticias1",5,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: #AlertaIsabelClaudina | Desapareci<U+00F3> Rosa Gabriela Rivera Torres (24<U+00E3>), en zona 16 de Ciudad Guatemala.

Si cree haberla<U+2026>",FALSE,0,NA,2018-10-14 16:34:33,FALSE,NA,"1051511587771691008",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JoeCoolPink",209,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: Retiran cadaver de motorista en Calle del Comisariato, frente a Campo Marte zona 5.  Motocicleta impacta contra <U+00E1>rbol y<U+2026>",FALSE,0,NA,2018-10-14 16:27:56,FALSE,NA,"1051509921928400896",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LizzyRivera08",20,TRUE,FALSE,NA,NA
"RT @CRGuatemalteca: #SurOccidenteGT

Accidente #transitogt en el km235 ruta Colomba-Xela, motorista derrapa, socorristas de #CruzRojaGT le<U+2026>",FALSE,0,NA,2018-10-14 16:26:12,FALSE,NA,"1051509486249304064",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FolgarPatricia",5,TRUE,FALSE,NA,NA
"RT @InfoTransitoGt: #Tr<U+00E1>nsitoGt lento sobre Carretera a el Salvador, localizan en km 17.5 a dos f<U+00E9>minas sin vida en cuneta con sentido haci<U+2026>",FALSE,0,NA,2018-10-14 16:25:07,FALSE,NA,"1051509212625469446",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Elgio2930",9,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: #AlertaIsabelClaudina | Desapareci<U+00F3> Rosa Gabriela Rivera Torres (24<U+00E3>), en zona 16 de Ciudad Guatemala.

Si cree haberla<U+2026>",FALSE,0,NA,2018-10-14 16:23:28,FALSE,NA,"1051508799671074821",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Alejand72975767",209,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: #AlertaIsabelClaudina | Desapareci<U+00F3> Rosa Gabriela Rivera Torres (24<U+00E3>), en zona 16 de Ciudad Guatemala.

Si cree haberla<U+2026>",FALSE,0,NA,2018-10-14 16:21:05,FALSE,NA,"1051508201361944576",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Olguitabarrios8",209,TRUE,FALSE,NA,NA
"RT @TN23NOTICIAS: Accidente #transitogt en el kil<U+00F3>metro 235 ruta Colomba-Xela, motorista derrapa, socorristas de @CRGuatemalteca le brindar<U+2026>",FALSE,0,NA,2018-10-14 16:21:02,FALSE,NA,"1051508188770648064",NA,"<a href=""https://noticiasguatemala2.com"" rel=""nofollow"">Pota APP</a>","NoticiasGT_",1,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: #AlertaIsabelClaudina | Desapareci<U+00F3> Rosa Gabriela Rivera Torres (24<U+00E3>), en zona 16 de Ciudad Guatemala.

Si cree haberla<U+2026>",FALSE,0,NA,2018-10-14 16:15:37,FALSE,NA,"1051506822815903744",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ByronSMoralesD1",209,TRUE,FALSE,NA,NA
"Accidente #transitogt en el kil<U+00F3>metro 235 ruta Colomba-Xela, motorista derrapa, socorristas de @CRGuatemalteca le b<U+2026> https://t.co/GOFQp6Vmdl",FALSE,5,NA,2018-10-14 16:15:11,TRUE,NA,"1051506714330185728",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","TN23NOTICIAS",1,FALSE,FALSE,NA,NA
"RT @amilcarmontejo: #AlertaIsabelClaudina | Desapareci<U+00F3> Rosa Gabriela Rivera Torres (24<U+00E3>), en zona 16 de Ciudad Guatemala.

Si cree haberla<U+2026>",FALSE,0,NA,2018-10-14 16:15:04,FALSE,NA,"1051506684428992514",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chatapena",209,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: #AlertaIsabelClaudina | Desapareci<U+00F3> Rosa Gabriela Rivera Torres (24<U+00E3>), en zona 16 de Ciudad Guatemala.

Si cree haberla<U+2026>",FALSE,0,NA,2018-10-14 16:12:18,FALSE,NA,"1051505988208082945",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SayuriMiko",209,TRUE,FALSE,NA,NA
"RT @InfoTransitoGt: Motorista fallecido tras impactar contra un <U+00E1>rbol en cercan<U+00ED>as al Campo Marte Zona 5. Prudencia al circular por el sect<U+2026>",FALSE,0,NA,2018-10-14 16:12:17,FALSE,NA,"1051505984147996673",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","El_Guz_Man",16,TRUE,FALSE,NA,NA
"#Tr<U+00E1>nsitoGT <U+26A0> | Precauci<U+00F3>n.  Accidente en la ruta que conecta a #Xela con el municipio de Colomba Costa Cuca,<U+2026> https://t.co/H4gCLdUECr",FALSE,4,NA,2018-10-14 16:08:03,TRUE,NA,"1051504918178222081",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","stereo100xela",0,FALSE,FALSE,NA,NA
"RT @amilcarmontejo: #AlertaIsabelClaudina | Desapareci<U+00F3> Rosa Gabriela Rivera Torres (24<U+00E3>), en zona 16 de Ciudad Guatemala.

Si cree haberla<U+2026>",FALSE,0,NA,2018-10-14 16:07:19,FALSE,NA,"1051504733041635328",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hugomorales84",209,TRUE,FALSE,NA,NA
"RT @InfoTransitoGt: Motorista fallecido tras impactar contra un <U+00E1>rbol en cercan<U+00ED>as al Campo Marte Zona 5. Prudencia al circular por el sect<U+2026>",FALSE,0,NA,2018-10-14 16:05:51,FALSE,NA,"1051504367176683522",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CarlosRLpez2",16,TRUE,FALSE,NA,NA
"RT @CRGuatemalteca: #NorteGT

Accidente #transitogt en el km155 ruta a las Verapaces, socorristas de #CruzRojaGT se encuentran en el lugar<U+2026>",FALSE,0,NA,2018-10-14 16:04:19,FALSE,NA,"1051503978373177344",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PASORE_EMS",8,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: #AlertaIsabelClaudina | Desapareci<U+00F3> Rosa Gabriela Rivera Torres (24<U+00E3>), en zona 16 de Ciudad Guatemala.

Si cree haberla<U+2026>",FALSE,0,NA,2018-10-14 16:04:09,FALSE,NA,"1051503936690118657",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","wochoa01",209,TRUE,FALSE,NA,NA
"RT @CRGuatemalteca: #SurOccidenteGT

Accidente #transitogt en el km235 ruta Colomba-Xela, motorista derrapa, socorristas de #CruzRojaGT le<U+2026>",FALSE,0,NA,2018-10-14 16:03:58,FALSE,NA,"1051503893765660672",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PASORE_EMS",5,TRUE,FALSE,NA,NA
"#SurOccidenteGT

Accidente #transitogt en el km235 ruta Colomba-Xela, motorista derrapa, socorristas de #CruzRojaGT<U+2026> https://t.co/MFJ6opNyMF",FALSE,4,NA,2018-10-14 16:02:00,TRUE,NA,"1051503396384120833",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CRGuatemalteca",5,FALSE,FALSE,NA,NA
"RT @amilcarmontejo: #AlertaIsabelClaudina | Desapareci<U+00F3> Rosa Gabriela Rivera Torres (24<U+00E3>), en zona 16 de Ciudad Guatemala.

Si cree haberla<U+2026>",FALSE,0,NA,2018-10-14 15:59:47,FALSE,NA,"1051502840110374916",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","diego_gabrielra",209,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: #AlertaIsabelClaudina | Desapareci<U+00F3> Rosa Gabriela Rivera Torres (24<U+00E3>), en zona 16 de Ciudad Guatemala.

Si cree haberla<U+2026>",FALSE,0,NA,2018-10-14 15:51:33,FALSE,NA,"1051500767054581761",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Eradol2762",209,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: #AlertaIsabelClaudina | Desapareci<U+00F3> Rosa Gabriela Rivera Torres (24<U+00E3>), en zona 16 de Ciudad Guatemala.

Si cree haberla<U+2026>",FALSE,0,NA,2018-10-14 15:47:07,FALSE,NA,"1051499652762259456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jimsh78",209,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: #AlertaIsabelClaudina | Desapareci<U+00F3> Rosa Gabriela Rivera Torres (24<U+00E3>), en zona 16 de Ciudad Guatemala.

Si cree haberla<U+2026>",FALSE,0,NA,2018-10-14 15:46:04,FALSE,NA,"1051499388797952001",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gsandra3105",209,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: #AlertaIsabelClaudina | Desapareci<U+00F3> Rosa Gabriela Rivera Torres (24<U+00E3>), en zona 16 de Ciudad Guatemala.

Si cree haberla<U+2026>",FALSE,0,NA,2018-10-14 15:40:05,FALSE,NA,"1051497882950471681",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cajoba",209,TRUE,FALSE,NA,NA
"RT @InfoTransitoGt: #Tr<U+00E1>nsitoGt lento sobre Carretera a el Salvador, localizan en km 17.5 a dos f<U+00E9>minas sin vida en cuneta con sentido haci<U+2026>",FALSE,0,NA,2018-10-14 15:34:50,FALSE,NA,"1051496561719595010",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Alkatra3136",9,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: #AlertaIsabelClaudina | Desapareci<U+00F3> Rosa Gabriela Rivera Torres (24<U+00E3>), en zona 16 de Ciudad Guatemala.

Si cree haberla<U+2026>",FALSE,0,NA,2018-10-14 15:33:02,FALSE,NA,"1051496105354166272",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tabonachon",209,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: #AlertaIsabelClaudina | Desapareci<U+00F3> Rosa Gabriela Rivera Torres (24<U+00E3>), en zona 16 de Ciudad Guatemala.

Si cree haberla<U+2026>",FALSE,0,NA,2018-10-14 15:32:33,FALSE,NA,"1051495985107611649",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","YoPancha",209,TRUE,FALSE,NA,NA
"RT @InfoTransitoGt: Motorista fallecido tras impactar contra un <U+00E1>rbol en cercan<U+00ED>as al Campo Marte Zona 5. Prudencia al circular por el sect<U+2026>",FALSE,0,NA,2018-10-14 15:26:19,FALSE,NA,"1051494415959613440",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Alkatra3136",16,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: Retiran cadaver de motorista en Calle del Comisariato, frente a Campo Marte zona 5.  Motocicleta impacta contra <U+00E1>rbol y<U+2026>",FALSE,0,NA,2018-10-14 15:21:33,FALSE,NA,"1051493218519580672",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","elenaruthy",20,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: Retiran cadaver de motorista en Calle del Comisariato, frente a Campo Marte zona 5.  Motocicleta impacta contra <U+00E1>rbol y<U+2026>",FALSE,0,NA,2018-10-14 15:20:40,FALSE,NA,"1051492994451419138",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","less_rodri",20,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: #AlertaIsabelClaudina | Desapareci<U+00F3> Rosa Gabriela Rivera Torres (24<U+00E3>), en zona 16 de Ciudad Guatemala.

Si cree haberla<U+2026>",FALSE,0,NA,2018-10-14 15:16:32,FALSE,NA,"1051491953836257280",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Prof_Cullen_Jr",209,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: #AlertaIsabelClaudina | Desapareci<U+00F3> Rosa Gabriela Rivera Torres (24<U+00E3>), en zona 16 de Ciudad Guatemala.

Si cree haberla<U+2026>",FALSE,0,NA,2018-10-14 15:13:48,FALSE,NA,"1051491266544984064",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","doneco2012",209,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: Retiran cadaver de motorista en Calle del Comisariato, frente a Campo Marte zona 5.  Motocicleta impacta contra <U+00E1>rbol y<U+2026>",FALSE,0,NA,2018-10-14 15:04:32,FALSE,NA,"1051488934944022528",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","charlysam1992",20,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: #AlertaIsabelClaudina | Desapareci<U+00F3> Rosa Gabriela Rivera Torres (24<U+00E3>), en zona 16 de Ciudad Guatemala.

Si cree haberla<U+2026>",FALSE,0,NA,2018-10-14 15:03:11,FALSE,NA,"1051488593552785408",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Guisela97791600",209,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: #AlertaIsabelClaudina | Desapareci<U+00F3> Rosa Gabriela Rivera Torres (24<U+00E3>), en zona 16 de Ciudad Guatemala.

Si cree haberla<U+2026>",FALSE,0,NA,2018-10-14 15:03:06,FALSE,NA,"1051488572518350849",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nquevedoa",209,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: #AlertaIsabelClaudina | Desapareci<U+00F3> Rosa Gabriela Rivera Torres (24<U+00E3>), en zona 16 de Ciudad Guatemala.

Si cree haberla<U+2026>",FALSE,0,NA,2018-10-14 15:02:48,FALSE,NA,"1051488498526621697",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Villeda929",209,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: #AlertaIsabelClaudina | Desapareci<U+00F3> Rosa Gabriela Rivera Torres (24<U+00E3>), en zona 16 de Ciudad Guatemala.

Si cree haberla<U+2026>",FALSE,0,NA,2018-10-14 15:01:42,FALSE,NA,"1051488222038188033",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rehcgt",209,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: #AlertaIsabelClaudina | Desapareci<U+00F3> Rosa Gabriela Rivera Torres (24<U+00E3>), en zona 16 de Ciudad Guatemala.

Si cree haberla<U+2026>",FALSE,0,NA,2018-10-14 14:59:10,FALSE,NA,"1051487584705290246",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cruzjulio2011",209,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: Retiran cadaver de motorista en Calle del Comisariato, frente a Campo Marte zona 5.  Motocicleta impacta contra <U+00E1>rbol y<U+2026>",FALSE,0,NA,2018-10-14 14:54:03,FALSE,NA,"1051486297641095169",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MariaJoseOrL",20,TRUE,FALSE,NA,NA
"RT @InfoTransitoGt: #Tr<U+00E1>nsitoGt lento sobre Carretera a el Salvador, localizan en km 17.5 a dos f<U+00E9>minas sin vida en cuneta con sentido haci<U+2026>",FALSE,0,NA,2018-10-14 14:53:23,FALSE,NA,"1051486128610643968",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","andreaacalentti",9,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: #AlertaIsabelClaudina | Desapareci<U+00F3> Rosa Gabriela Rivera Torres (24<U+00E3>), en zona 16 de Ciudad Guatemala.

Si cree haberla<U+2026>",FALSE,0,NA,2018-10-14 14:51:44,FALSE,NA,"1051485713466830848",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","miguelitros007",209,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: #AlertaIsabelClaudina | Desapareci<U+00F3> Rosa Gabriela Rivera Torres (24<U+00E3>), en zona 16 de Ciudad Guatemala.

Si cree haberla<U+2026>",FALSE,0,NA,2018-10-14 14:51:26,FALSE,NA,"1051485639550672898",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_CECH_",209,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: #AlertaIsabelClaudina | Desapareci<U+00F3> Rosa Gabriela Rivera Torres (24<U+00E3>), en zona 16 de Ciudad Guatemala.

Si cree haberla<U+2026>",FALSE,0,NA,2018-10-14 14:51:24,FALSE,NA,"1051485629601734663",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","andreaacalentti",209,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: #AlertaIsabelClaudina | Desapareci<U+00F3> Rosa Gabriela Rivera Torres (24<U+00E3>), en zona 16 de Ciudad Guatemala.

Si cree haberla<U+2026>",FALSE,0,NA,2018-10-14 14:51:05,FALSE,NA,"1051485550568452096",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_culajayuyuy",209,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: #AlertaIsabelClaudina | Desapareci<U+00F3> Rosa Gabriela Rivera Torres (24<U+00E3>), en zona 16 de Ciudad Guatemala.

Si cree haberla<U+2026>",FALSE,0,NA,2018-10-14 14:48:24,FALSE,NA,"1051484873293213697",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","georgebc64",209,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: #AlertaIsabelClaudina | Desapareci<U+00F3> Rosa Gabriela Rivera Torres (24<U+00E3>), en zona 16 de Ciudad Guatemala.

Si cree haberla<U+2026>",FALSE,0,NA,2018-10-14 14:44:43,FALSE,NA,"1051483947987820546",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sergio_Munoz87",209,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: #AlertaIsabelClaudina | Desapareci<U+00F3> Rosa Gabriela Rivera Torres (24<U+00E3>), en zona 16 de Ciudad Guatemala.

Si cree haberla<U+2026>",FALSE,0,NA,2018-10-14 14:42:49,FALSE,NA,"1051483471309393920",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","vanessa14rd",209,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: #AlertaIsabelClaudina | Desapareci<U+00F3> Rosa Gabriela Rivera Torres (24<U+00E3>), en zona 16 de Ciudad Guatemala.

Si cree haberla<U+2026>",FALSE,0,NA,2018-10-14 14:41:08,FALSE,NA,"1051483047680532480",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BalaHector",209,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: #AlertaIsabelClaudina | Desapareci<U+00F3> Rosa Gabriela Rivera Torres (24<U+00E3>), en zona 16 de Ciudad Guatemala.

Si cree haberla<U+2026>",FALSE,0,NA,2018-10-14 14:40:54,FALSE,NA,"1051482985659289600",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LigiaSalazar15",209,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: #AlertaIsabelClaudina | Desapareci<U+00F3> Rosa Gabriela Rivera Torres (24<U+00E3>), en zona 16 de Ciudad Guatemala.

Si cree haberla<U+2026>",FALSE,0,NA,2018-10-14 14:40:34,FALSE,NA,"1051482901940981761",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JacoboRoxy",209,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: #AlertaIsabelClaudina | Desapareci<U+00F3> Rosa Gabriela Rivera Torres (24<U+00E3>), en zona 16 de Ciudad Guatemala.

Si cree haberla<U+2026>",FALSE,0,NA,2018-10-14 14:29:53,FALSE,NA,"1051480214549749760",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","anatruj32754363",209,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: #AlertaIsabelClaudina | Desapareci<U+00F3> Rosa Gabriela Rivera Torres (24<U+00E3>), en zona 16 de Ciudad Guatemala.

Si cree haberla<U+2026>",FALSE,0,NA,2018-10-14 14:29:48,FALSE,NA,"1051480194048020482",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JoseCha40278427",209,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: Ella, necesita un hogar, tiene 4 meses de edad.

Quiz<U+00E1> sabe quien o por si le interesa a usted, por favor comunicarse a<U+2026>",FALSE,0,NA,2018-10-14 14:28:15,FALSE,NA,"1051479802912407553",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","miguelmoreirag",156,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: #AlertaIsabelClaudina | Desapareci<U+00F3> Rosa Gabriela Rivera Torres (24<U+00E3>), en zona 16 de Ciudad Guatemala.

Si cree haberla<U+2026>",FALSE,0,NA,2018-10-14 14:24:28,FALSE,NA,"1051478852696985603",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sylvina18",209,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: Retiran cadaver de motorista en Calle del Comisariato, frente a Campo Marte zona 5.  Motocicleta impacta contra <U+00E1>rbol y<U+2026>",FALSE,0,NA,2018-10-14 14:23:17,FALSE,NA,"1051478554851061761",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AdolfoC32521667",20,TRUE,FALSE,NA,NA
"RT @amilcarmontejo: #AlertaIsabelClaudina | Desapareci<U+00F3> Rosa Gabriela Rivera Torres (24<U+00E3>), en zona 16 de Ciudad Guatemala.

Si cree haberla<U+2026>",FALSE,0,NA,2018-10-14 14:20:34,FALSE,NA,"1051477869950586880",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mecklerh",209,TRUE,FALSE,NA,NA
